harge profile
119514.163;21172;0.338;5.03;62;3132738;0;0;0;28.3;0;3;-1;0;0
119522.163;21172;0.334;5.02;62;3132742;0;1;0;28.3;0harge profile
119514.163;21172;0.338;5.03;62;3132738;0;0;0;28.3;0;3;-1;0;0
119522.163;21172;0.334;5.02;62;3132742;0;1;0;28.3;0;
119720.161;;0.340;;;;;;;;;;;;
119739.163;;0.328;;;;;;;;;;;;
119759.161;;0.340;;;;;;;;;;;;
119779.161;;0.327;;;;;;;;;;;;
1;
119720.161;;0.340;;;;;;;;;;;;
119739.163;;0.328;;;;;;;;;;;;
119759.161;;0.340;;;;;;;;;;;;
119779.161;;0.327;;;;;;;;;;;;
1;
119720.161;;0.340;;;;;;;;;;;;
119739.163;;0.328;;;;;;;;;;;;
119759.161;;0.340;;;;;;;;;;;;
119779.161;;0.327;;;;;;;;;;;;
19.163;;0.337;;;;;;;;;;;;
120417.163;;0.348;;;;;;;;;;;;
120430.163;;0.333;;;;;;;;;;;;
120449.163;;0.345;;;;;;;;;;;;
120474.169.163;;0.337;;;;;;;;;;;;
120417.163;;0.348;;;;;;;;;;;;
120430.163;;0.333;;;;;;;;;;;;
120449.163;;0.345;;;;;;;;;;;;
120474.16.334;;;;;;;;;;;;
121110.163;;0.346;;;;;;;;;;;;
121149.163;;0.335;;;;;;;;;;;;
121219.163;;0.347;;;;;;;;;;;;
121243.163;;0.335.334;;;;;;;;;;;;
121110.163;;0.346;;;;;;;;;;;;
121149.163;;0.335;;;;;;;;;;;;
121219.163;;0.347;;;;;;;;;;;;
121243.163;;0.335;;;;
121902.161;;0.347;;;;;;;;;;;;
121915.163;;0.336;;;;;;;;;;;;
121946.163;;0.346;;;;;;;;;;;;
121958.163;;0.332;;;;;;;;;;;;;;;;
121902.161;;0.347;;;;;;;;;;;;
121915.163;;0.336;;;;;;;;;;;;
121946.163;;0.346;;;;;;;;;;;;
121958.163;;0.332;;;;;;;;;;;;;;;;
121902.161;;0.347;;;;;;;;;;;;
121915.163;;0.336;;;;;;;;;;;;
121946.163;;0.346;;;;;;;;;;;;
121958.163;;0.332;;;;;;;;;;;;.161;;0.345;;;;;;;;;;;;
123486.161;;0.332;;;;;;;;;;;;
123670.161;;0.344;;;;;;;;;;;;
123689.162;;0.334;;;;;;;;;;;;
123706.163;;0.323;;;;;;;;;;;;
123724.161;;0.312;;;;;;;;;;;;
123767.161;;0.300;;;;;;;;;;;;
123810.162;;0.289;;;;;;;;;;;;
123821.163;;0.;;0.323;;;;;;;;;;;;
123724.161;;0.312;;;;;;;;;;;;
123767.161;;0.300;;;;;;;;;;;;
123810.162;;0.289;;;;;;;;;;;;
123821.163;;0.;;0.323;;;;;;;;;;;;
123724.161;;0.312;;;;;;;;;;;;
123767.161;;0.300;;;;;;;;;;;;
123810.162;;0.289;;;;;;;;;;;;
123821.163;;0.;;;;;;;;;;;
123735.404;;0.312;;;;;;;;;;;;
123738.404;;0.310;;;;;;;;;;;;
123741.404;;0.313;;;;;;;;;;;;
123744.404;;0.307;;;;;;;;;;;;;;;;
123735.404;;0.312;;;;;;;;;;;;
123738.404;;0.310;;;;;;;;;;;;
123741.404;;0.313;;;;;;;;;;;;
123744.404;;0.307;;;;;783.404;;0.300;;;;;;;;;;;;
123786.404;;0.299;;;;;;;;;;;;
123789.404;;0.301;;;;;;;;;;;;
123792.404;;0.303;;;;;;;;;;;;
123795.783.404;;0.300;;;;;;;;;;;;
123786.404;;0.299;;;;;;;;;;;;
123789.404;;0.301;;;;;;;;;;;;
123792.404;;0.303;;;;;;;;;;;;
123795.783.404;;0.300;;;;;;;;;;;;
123786.404;;0.299;;;;;;;;;;;;
123789.404;;0.301;;;;;;;;;;;;
123792.404;;0.303;;;;;;;;;;;;
123795.783.404;;0.300;;;;;;;;;;;;
123786.404;;0.299;;;;;;;;;;;;
123789.404;;0.301;;;;;;;;;;;;
123792.404;;0.303;;;;;;;;;;;;
123795.404;;0.299;;;;;;;;;;;;
123798.404;;0.301;;;;;;;;;;;;
123801.404;;0.299;;;;;;;;;;;;
123804.404;;0.294;;;;;;;;;;;;
123807.404;80;;;;;;;;;;;;
123822.404;;0.282;;;;;;;;;;;;
123825.404;;0.280;;;;;;;;;;;;
123828.404;;0.270;;;;;;;;;;;;
123831.404;;0.276;;80;;;;;;;;;;;;
123822.404;;0.282;;;;;;;;;;;;
123825.404;;0.280;;;;;;;;;;;;
123828.404;;0.270;;;;;;;;;;;;
123831.404;;0.276;;;;
123858.404;;0.276;;;;;;;;;;;;
123861.404;;0.269;;;;;;;;;;;;
123864.404;;0.266;;;;;;;;;;;;
123867.404;;0.270;;;;;;;;;;;;
;;
123858.404;;0.276;;;;;;;;;;;;
123861.404;;0.269;;;;;;;;;;;;
123864.404;;0.266;;;;;;;;;;;;
123867.404;;0.270;;;;;;;;;;;;
;;
123858.404;;0.276;;;;;;;;;;;;
123861.404;;0.269;;;;;;;;;;;;
123864.404;;0.266;;;;;;;;;;;;
123867.404;;0.270;;;;;;;;;;;;
1172;0.000;5.02;62;3134788;0;2;4385;30.3;0;3;-1;0;0
123936.664;21172;0.262;5.02;62;3134788;0;2;4385;30.3;0;3;-1;0;0
123996.1651172;0.000;5.02;62;3134788;0;2;4385;30.3;0;3;-1;0;0
123936.664;21172;0.262;5.02;62;3134788;0;2;4385;30.3;0;3;-1;0;0
123996.1651172;0.000;5.02;62;3134788;0;2;4385;30.3;0;3;-1;0;0
123936.664;21172;0.262;5.02;62;3134788;0;2;4385;30.3;0;3;-1;0;0
123996.1651172;0.000;5.02;62;3134788;0;2;4385;30.3;0;3;-1;0;0
123936.664;21172;0.262;5.02;62;3134788;0;2;4385;30.3;0;3;-1;0;0
123996.165;21172;0.014;5.04;62;3134788;0;2;4474;29.3;0;3;-1;0;0
